,LOTAÇÃO EXERCÍCIO,REM_LIQUIDA,CATEGORIA
487,Escritório de Apoio 1 do Senador Plínio Valério,2061.8,CARGO EM COMISSÃO
488,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
489,Escritório de Apoio 1 do Senador Márcio Bittar,1825.07,CARGO EM COMISSÃO
490,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
491,Escritório de Apoio 1 do Senador Zequinha Marinho,2061.8,CARGO EM COMISSÃO
492,Escritório de Apoio 1 do Senador Confúcio Moura,2049.98,CARGO EM COMISSÃO
493,Escritório de Apoio 1 do Senador Confúcio Moura,2061.8,CARGO EM COMISSÃO
494,Escritório de Apoio 1 do Senador Plínio Valério,2061.8,CARGO EM COMISSÃO
495,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
496,Escritório de Apoio 1 do Senador Plínio Valério,2061.8,CARGO EM COMISSÃO
497,Escritório de Apoio 1 do Senador Jaques Wagner,2049.98,CARGO EM COMISSÃO
498,Escritório de Apoio 1 do Senador Jorginho Mello,2049.98,CARGO EM COMISSÃO
499,Escritório de Apoio 1 do Senador Jorginho Mello,2049.98,CARGO EM COMISSÃO
500,Escritório de Apoio Senadora Maria do Carmo Alves,2049.98,CARGO EM COMISSÃO
502,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
503,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
504,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
505,Escritório de Apoio 1 do Senador Confúcio Moura,2061.8,CARGO EM COMISSÃO
506,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
507,Escritório de Apoio do Senador Jarbas Vasconcelos,2061.8,CARGO EM COMISSÃO
508,Escritório de Apoio do Senador Jarbas Vasconcelos,2049.98,CARGO EM COMISSÃO
509,Gabinete da Senadora Mara Gabrilli,2049.98,CARGO EM COMISSÃO
510,Escritório de Apoio 1 da Senadora Mara Gabrilli,2049.98,CARGO EM COMISSÃO
511,Escritório de Apoio 1 da Senadora Mara Gabrilli,2049.98,CARGO EM COMISSÃO
512,Escritório de Apoio 1 do Senador Confúcio Moura,2049.98,CARGO EM COMISSÃO
513,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
514,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
515,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
516,Escritório de Apoio 1 do Senador Jorginho Mello,2049.98,CARGO EM COMISSÃO
517,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
518,Escritório de Apoio 1 do Senador Márcio Bittar,2061.8,CARGO EM COMISSÃO
519,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
520,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
521,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
522,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
523,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
524,Escritório de Apoio 1 do Senador Zequinha Marinho,2061.8,CARGO EM COMISSÃO
525,Escritório de Apoio 1 do Senador Jorginho Mello,2049.98,CARGO EM COMISSÃO
526,Escritório de Apoio do Senador Jarbas Vasconcelos,2061.8,CARGO EM COMISSÃO
527,Escritório de Apoio 1 do Senador Marcos do Val,2049.98,CARGO EM COMISSÃO
528,Gabinete do Senador Jorginho Mello,2049.98,CARGO EM COMISSÃO
529,Escritório de Apoio 1 do Senador Mecias de Jesus,2061.8,CARGO EM COMISSÃO
530,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
531,Gabinete do Senador Fernando Collor,2049.98,CARGO EM COMISSÃO
532,Escritório de Apoio 1 da Senadora Zenaide Maia,2049.98,CARGO EM COMISSÃO
533,Gabinete do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
534,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
535,Escritório de Apoio do Senador Paulo Paim,2049.98,CARGO EM COMISSÃO
536,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
537,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
538,Gabinete do Senador Weverton Rocha,2061.8,CARGO EM COMISSÃO
539,Escritório de Apoio 1 do Senador Rodrigo Cunha,2049.98,CARGO EM COMISSÃO
540,Escritório de Apoio do Senador Izalci Lucas,2049.98,CARGO EM COMISSÃO
541,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
542,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
543,Escritório de Apoio do Senador Izalci Lucas,2049.98,CARGO EM COMISSÃO
544,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
545,Escritório de Apoio 1 do Senador Mecias de Jesus,2061.8,CARGO EM COMISSÃO
546,Escritório de Apoio 1 da Senadora Zenaide Maia,2049.98,CARGO EM COMISSÃO
547,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
549,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
550,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
551,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
552,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
553,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
554,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
555,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
556,Gabinete do Senador Veneziano Vital do Rêgo,2061.8,CARGO EM COMISSÃO
557,Escritório de Apoio 1 do Senador Plínio Valério,1931.12,CARGO EM COMISSÃO
558,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
559,Gabinete do Senador Veneziano Vital do Rêgo,2061.8,CARGO EM COMISSÃO
560,Escritório de Apoio 1 do Senador Plínio Valério,2049.98,CARGO EM COMISSÃO
561,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
562,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
563,Escritório de Apoio do Senador Izalci Lucas,2061.8,CARGO EM COMISSÃO
564,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
565,Escritório de Apoio 1 do Senador Rodrigo Cunha,2049.98,CARGO EM COMISSÃO
566,Gabinete do Senador Marcelo Castro,2049.98,CARGO EM COMISSÃO
567,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
569,Escritório de Apoio 1 do Senador Marcelo de Castro,2049.98,CARGO EM COMISSÃO
570,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
571,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
572,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
573,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
574,Escritório de Apoio 1 do Senador Marcelo de Castro,2049.98,CARGO EM COMISSÃO
575,Escritório de Apoio 1 do Senador Fabiano Contarato,2049.98,CARGO EM COMISSÃO
576,Gabinete do Senador Jarbas Vasconcelos,2061.8,CARGO EM COMISSÃO
577,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
578,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
579,Escritório de Apoio do Senador Izalci Lucas,2049.98,CARGO EM COMISSÃO
580,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
581,Gabinete do Senador Izalci Lucas,2049.98,CARGO EM COMISSÃO
582,Escritório de Apoio 1 do Senador Confúcio Moura,2049.98,CARGO EM COMISSÃO
583,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
584,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
585,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
586,Escritório de Apoio 1 do Senador Marcelo de Castro,2049.98,CARGO EM COMISSÃO
587,Escritório de Apoio 1 do Senador Angelo Coronel,2049.98,CARGO EM COMISSÃO
588,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
589,Escritório de Apoio 1 da Senadora Daniella Ribeiro,2049.98,CARGO EM COMISSÃO
590,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
591,Escritório de Apoio do Senador Izalci Lucas,2061.8,CARGO EM COMISSÃO
592,Escritório de Apoio 1 da Senadora Eliziane Gama,1072.85,CARGO EM COMISSÃO
593,Escritório de Apoio do Senador Jarbas Vasconcelos,2061.8,CARGO EM COMISSÃO
594,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
595,Escritório de Apoio 1 do Senador Jaques Wagner,2049.98,CARGO EM COMISSÃO
596,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
597,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
600,Gabinete do Senador Sérgio Petecão,2049.98,CARGO EM COMISSÃO
601,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
602,Escritório de Apoio 1 do Senador Plínio Valério,469.77,CARGO EM COMISSÃO
603,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
604,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
605,Gabinete do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
606,Gabinete do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
607,Gabinete do Senador Jayme Campos,2049.98,CARGO EM COMISSÃO
608,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
609,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
610,Escritório de Apoio 1 do Senador Marcelo de Castro,2049.98,CARGO EM COMISSÃO
611,Gabinete do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
612,Escritório de Apoio do Senador Fernando Collor,2049.98,CARGO EM COMISSÃO
613,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
614,Escritório de Apoio do Senador Izalci Lucas,2061.8,CARGO EM COMISSÃO
615,Escritório de Apoio 1 do Senador Otto Alencar,2049.98,CARGO EM COMISSÃO
616,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
617,Escritório de Apoio 1 do Senador Márcio Bittar,2061.8,CARGO EM COMISSÃO
619,Gabinete do Senador Weverton Rocha,2061.8,CARGO EM COMISSÃO
620,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
622,Escritório de Apoio 1 do Senador Lucas Barreto,2061.8,CARGO EM COMISSÃO
623,Gabinete da Senadora Soraya Thronicke,2049.98,CARGO EM COMISSÃO
624,Gabinete do Senador Weverton Rocha,2049.98,CARGO EM COMISSÃO
625,Escritório de Apoio 1 do Senador Jayme Campos,2049.98,CARGO EM COMISSÃO
626,Escritório de Apoio 1 da Senadora Eliziane Gama,2061.8,CARGO EM COMISSÃO
627,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
628,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
629,Escritório de Apoio 1 do Senador Marcos Rogério,2061.8,CARGO EM COMISSÃO
630,Escritório de Apoio 1 do Senador Lucas Barreto,2049.98,CARGO EM COMISSÃO
631,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
633,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
634,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
635,Escritório de Apoio 1 do Senador Jorginho Mello,2061.8,CARGO EM COMISSÃO
636,Escritório de Apoio 1 do Senador Confúcio Moura,2049.98,CARGO EM COMISSÃO
637,Escritório de Apoio 1 do Senador Angelo Coronel,2049.98,CARGO EM COMISSÃO
639,Escritório de Apoio nº 1 do Senador Irajá,2049.98,CARGO EM COMISSÃO
640,Escritório de Apoio 1 do Senador Zequinha Marinho,2061.8,CARGO EM COMISSÃO
641,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
642,Escritório de Apoio nº 1 da Senadora Nilda Gondim,2049.98,CARGO EM COMISSÃO
643,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
644,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
647,Escritório de Apoio 1 da Senadora Daniella Ribeiro,2049.98,CARGO EM COMISSÃO
648,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
649,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
650,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
651,Gabinete do Senador Jayme Campos,2049.98,CARGO EM COMISSÃO
652,Escritório de Apoio nº 1 do Senador Eduardo Gomes,1350.69,CARGO EM COMISSÃO
653,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
654,Gabinete do Senador Jayme Campos,1913.29,CARGO EM COMISSÃO
655,Gabinete do Senador Eduardo Gomes,1449.95,CARGO EM COMISSÃO
656,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
658,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
659,Gabinete do Senador Cid Gomes,2049.98,CARGO EM COMISSÃO
660,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
661,Gabinete do Senador Eduardo Braga,2049.98,CARGO EM COMISSÃO
663,Escritório de Apoio 1 do Senador Jorginho Mello,2049.98,CARGO EM COMISSÃO
664,Gabinete do Senador Cid Gomes,2049.98,CARGO EM COMISSÃO
665,Escritório de Apoio 1 do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
667,Escritório de Apoio 1 do Senador Rogério Carvalho,2049.98,CARGO EM COMISSÃO
668,Escritório de Apoio nº 1 do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
670,Gabinete do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
671,Gabinete do Senador Cid Gomes,2049.98,CARGO EM COMISSÃO
672,Escritório de Apoio 1 do Senador Otto Alencar,2049.98,CARGO EM COMISSÃO
673,Gabinete do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
674,Escritório de Apoio 1 do Senador Marcelo de Castro,2049.98,CARGO EM COMISSÃO
675,Escritório de Apoio 1 do Senador Omar Aziz,2049.98,CARGO EM COMISSÃO
676,Escritório de Apoio 1 do Senador Otto Alencar,2061.8,CARGO EM COMISSÃO
677,Escritório de Apoio 1 da Senadora Zenaide Maia,2049.98,CARGO EM COMISSÃO
678,Escritório de Apoio do Senador Izalci Lucas,1350.69,CARGO EM COMISSÃO
679,Escritório de Apoio 1 da Senadora Leila Barros,2049.98,CARGO EM COMISSÃO
681,Escritório de Apoio 1 da Senadora Zenaide Maia,2049.98,CARGO EM COMISSÃO
683,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
684,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
685,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
686,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
687,Gabinete do Senador Weverton Rocha,2049.98,CARGO EM COMISSÃO
688,Escritório de Apoio do Senador Ciro Nogueira,2049.98,CARGO EM COMISSÃO
689,Escritório de Apoio 1 do Senador Rodrigo Cunha,2049.98,CARGO EM COMISSÃO
690,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
694,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
695,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
696,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
697,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
698,Escritório de Apoio 1 da Senadora Zenaide Maia,2049.98,CARGO EM COMISSÃO
699,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
701,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
702,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
703,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
705,Escritório de Apoio 1 do Senador Telmário Mota,1731.7,CARGO EM COMISSÃO
706,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
708,Gabinete do Senador Confúcio Moura,2049.98,CARGO EM COMISSÃO
710,Escritório de Apoio 1 da Senadora Zenaide Maia,2049.98,CARGO EM COMISSÃO
711,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
712,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
713,Escritório de Apoio 1 do Senador Telmário Mota,2049.98,CARGO EM COMISSÃO
714,Escritório de Apoio nº 1 da Senadora Mailza Gomes,2049.98,CARGO EM COMISSÃO
716,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
717,Escritório de Apoio do Senador Humberto Costa,2049.98,CARGO EM COMISSÃO
718,Gabinete do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
719,Gabinete da Senadora Kátia Abreu,2049.98,CARGO EM COMISSÃO
720,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
721,Escritório de Apoio 1 do Senador Telmário Mota,2061.8,CARGO EM COMISSÃO
722,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
723,Escritório de Apoio 1 da Senadora Leila Barros,2049.98,CARGO EM COMISSÃO
724,Escritório de Apoio 1 da Senadora Soraya Thronicke,2061.8,CARGO EM COMISSÃO
725,Escritório de Apoio da Senadora Kátia Abreu,2049.98,CARGO EM COMISSÃO
726,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
727,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
728,Gabinete do Senador Weverton Rocha,2049.98,CARGO EM COMISSÃO
730,Escritório de Apoio 1 do Senador Chico Rodrigues,2049.98,CARGO EM COMISSÃO
731,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
732,Escritório de Apoio 1 do Senador Rogério Carvalho,2061.8,CARGO EM COMISSÃO
734,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
735,Gabinete do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
736,Gabinete do Senador Eduardo Gomes,1836.89,CARGO EM COMISSÃO
737,Gabinete do Senador Jáder Barbalho,2049.98,CARGO EM COMISSÃO
738,Gabinete do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
739,Escritório de Apoio 1 do Senador Rodrigo Cunha,2061.8,CARGO EM COMISSÃO
740,Gabinete do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
741,Gabinete do Senador Nelsinho Trad,2049.98,CARGO EM COMISSÃO
742,Gabinete do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
743,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
745,Escritório de Apoio 1 do Senador Zequinha Marinho,2049.98,CARGO EM COMISSÃO
746,Gabinete do Senador Rodrigo Pacheco,1350.69,CARGO EM COMISSÃO
747,Gabinete do Senador Ciro Nogueira,2049.98,CARGO EM COMISSÃO
748,Gabinete do Senador Marcelo Castro,2049.98,CARGO EM COMISSÃO
749,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
750,Escritório de Apoio do Senador Ciro Nogueira,2049.98,CARGO EM COMISSÃO
751,Escritório de Apoio 1 do Senador Otto Alencar,2049.98,CARGO EM COMISSÃO
752,Escritório de Apoio 1 do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
755,Gabinete do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
757,Gabinete do Senador Roberto Rocha,2049.98,CARGO EM COMISSÃO
759,Gabinete do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
760,Escritório de Apoio 1 da Senadora Eliziane Gama,2049.98,CARGO EM COMISSÃO
761,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
762,Escritório de Apoio 1 do Senador Jorginho Mello,2044.43,CARGO EM COMISSÃO
766,Escritório de Apoio 1 do Senador Chico Rodrigues,2049.98,CARGO EM COMISSÃO
767,Escritório de Apoio do Senador Jarbas Vasconcelos,2049.98,CARGO EM COMISSÃO
768,Escritório de Apoio do Senador Acir Gurgacz,2049.98,CARGO EM COMISSÃO
772,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
773,Escritório Apoio 1 do Senador Randolfe Rodrigues,2049.98,CARGO EM COMISSÃO
774,Gabinete do Senador Mecias de Jesus,2049.98,CARGO EM COMISSÃO
775,Escritório de Apoio 1 do Senador Marcos Rogério,2049.98,CARGO EM COMISSÃO
778,Gabinete do Senador Ciro Nogueira,2049.98,CARGO EM COMISSÃO
779,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
780,Escritório de Apoio nº 2 do Senador Eduardo Gomes,2061.8,CARGO EM COMISSÃO
781,Escritório de Apoio 1 do Senador Márcio Bittar,2049.98,CARGO EM COMISSÃO
782,Escritório de Apoio nº 2 do Senador Eduardo Gomes,2061.8,CARGO EM COMISSÃO
783,Gabinete do Senador Veneziano Vital do Rêgo,2049.98,CARGO EM COMISSÃO
785,Escritório de Apoio nº 1 do Senador Irajá,2049.98,CARGO EM COMISSÃO
786,Escritório de Apoio nº 1 do Senador Irajá,2049.98,CARGO EM COMISSÃO
787,Escritório de Apoio 1 do Senador Otto Alencar,3749.4,CARGO EM COMISSÃO
788,Escritório de Apoio da Senadora Kátia Abreu,2049.98,CARGO EM COMISSÃO
789,Escritório de Apoio da Senadora Kátia Abreu,2049.98,CARGO EM COMISSÃO
790,Escritório de Apoio da Senadora Kátia Abreu,2049.98,CARGO EM COMISSÃO
791,Escritório de Apoio da Senadora Kátia Abreu,2049.98,CARGO EM COMISSÃO
792,Escritório de Apoio nº 1 do Senador Irajá,2049.98,CARGO EM COMISSÃO
793,Escritório de Apoio 1 do Senador Rogério Carvalho,2049.98,CARGO EM COMISSÃO
794,Escritório de Apoio 1 do Senador Rogério Carvalho,2049.98,CARGO EM COMISSÃO
795,Escritório de Apoio 1 da Senadora Daniella Ribeiro,2049.98,CARGO EM COMISSÃO
796,Escritório de Apoio 1 do Senador Nelsinho Trad,2061.8,CARGO EM COMISSÃO
797,Escritório de Apoio 1 do Senador Eduardo Girão,2061.8,CARGO EM COMISSÃO
798,Escritório de Apoio 1 do Senador Confúcio Moura,2049.98,CARGO EM COMISSÃO
800,Escritório de Apoio 1 da Senadora Zenaide Maia,1971.82,CARGO EM COMISSÃO
801,Escritório de Apoio nº 1 do Senador Eduardo Gomes,2049.98,CARGO EM COMISSÃO
802,Gabinete do Senador Irajá,2049.98,CARGO EM COMISSÃO
